Rank	ID	AllowAlternatives	TP	FP	FN	F1	Sensitivity	Precision	Sample	SampleID	Dataset	Tool	Taxonomy	Profile	ProfileColumns	GoldStd	GoldStdColumns	GoldStdTree	AvailableSpecies
Class	bracken GTDB_gastrointestinal_2	TRUE	4	0	0	1.0	1.0	1.0	gastrointestinal_2	2.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/2_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_2_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	protal_airways_27	FALSE	16	0	0	1.0	1.0	1.0	airways_27	27.0	Airways	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Airways/27.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_27_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	sylph_gastrointestinal_4	FALSE	8	0	0	1.0	1.0	1.0	gastrointestinal_4	4.0	Gastrointestinal	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Gastrointestinal_4.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Genus	MetaPhlAn4_oral_16	TRUE	61	5	3	0.9384615384615385	0.953125	0.9242424242424242	oral_16	16.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/16.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Genus	mOTUs3_urogenital_22	FALSE	7	0	0	1.0	1.0	1.0	urogenital_22	22.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/22.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_22.txt	0|2|4|1	NA	NA
Order	protal_gastrointestinal_4	FALSE	18	0	0	1.0	1.0	1.0	gastrointestinal_4	4.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/4.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Order	bracken GTDB_skin_28	TRUE	6	1	0	0.9230769230769231	1.0	0.8571428571428571	skin_28	28.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/28_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_28_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn3_skin_1	FALSE	1	0	0	1.0	1.0	1.0	skin_1	1.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/1.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_1.txt	0|2|4|1	NA	NA
Superkingdom	bracken_skin_1	FALSE	1	1	0	0.6666666666666666	1.0	0.5	skin_1	1.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/1_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_1.txt	0|2|4|1	NA	NA
Family	MetaPhlAn4_oral_13	TRUE	19	1	0	0.9743589743589743	1.0	0.95	oral_13	13.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn3_skin_16	FALSE	5	0	0	1.0	1.0	1.0	skin_16	16.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/16.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Phylum	bracken GTDB_urogenital_5	TRUE	3	0	0	1.0	1.0	1.0	urogenital_5	5.0	Urogenital	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Urogenital_samples/5_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Family	protal_oral_17	TRUE	14	0	0	1.0	1.0	1.0	oral_17	17.0	Oral	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Oral/17.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_17_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Genus	MetaPhlAn4 GTDB_oral_15	TRUE	56	0	1	0.9911504424778761	0.9824561403508771	1.0	oral_15	15.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/15.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Species	mOTUs3 GTDB_gastrointestinal_5	TRUE	16	2	4	0.8421052631578947	0.8	0.8888888888888888	gastrointestinal_5	5.0	Gastrointestinal	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Gastrointestinal_samples/5.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Family	bracken GTDB_skin_1	FALSE	20	3	0	0.9302325581395349	1.0	0.8695652173913043	skin_1	1.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/1_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	mOTUs3_skin_28	FALSE	1	0	0	1.0	1.0	1.0	skin_28	28.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/28.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_28.txt	0|2|4|1	NA	NA
Class	MetaPhlAn4_urogenital_5	FALSE	4	0	0	1.0	1.0	1.0	urogenital_5	5.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/5.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_skin_13	FALSE	1	0	0	1.0	1.0	1.0	skin_13	13.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Species	MetaPhlAn3_skin_14	FALSE	24	8	6	0.7741935483870968	0.8	0.75	skin_14	14.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/14.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Class	mOTUs3_gastrointestinal_12	FALSE	8	0	0	1.0	1.0	1.0	gastrointestinal_12	12.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/12.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_12.txt	0|2|4|1	NA	NA
Class	mOTUs3_skin_13	TRUE	7	0	0	1.0	1.0	1.0	skin_13	13.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Family	MetaPhlAn4_airways_11	TRUE	14	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Species	protal_oral_15	FALSE	78	0	1	0.9936305732484076	0.9873417721518988	1.0	oral_15	15.0	Oral	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Oral/15.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	protal_gastrointestinal_4	FALSE	8	0	0	1.0	1.0	1.0	gastrointestinal_4	4.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/4.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	MetaPhlAn4 GTDB_skin_14	FALSE	17	0	0	1.0	1.0	1.0	skin_14	14.0	Skin	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Skin_samples/14.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_14_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Family	bracken_oral_13	FALSE	18	3	1	0.9	0.9473684210526315	0.8571428571428571	oral_13	13.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/13_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Genus	bracken_oral_18	FALSE	42	7	1	0.9130434782608695	0.9767441860465116	0.8571428571428571	oral_18	18.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/18_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_18.txt	0|2|4|1	NA	NA
Domain	MetaPhlAn4 GTDB_skin_20	FALSE	1	0	0	1.0	1.0	1.0	skin_20	20.0	Skin	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Skin_samples/20.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_20_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	mOTUs3 GTDB_gastrointestinal_3	TRUE	7	1	26	0.34146341463414637	0.21212121212121213	0.875	gastrointestinal_3	3.0	Gastrointestinal	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Gastrointestinal_samples/3.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Phylum	MetaPhlAn4 GTDB_airways_11	FALSE	3	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Airways_samples/11.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	mOTUs3 GTDB_gastrointestinal_10	FALSE	8	0	26	0.38095238095238093	0.23529411764705882	1.0	gastrointestinal_10	10.0	Gastrointestinal	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Gastrointestinal_samples/10.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_10_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Species	MetaPhlAn3_skin_17	FALSE	43	6	5	0.8865979381443299	0.8958333333333334	0.8775510204081632	skin_17	17.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4_oral_6	FALSE	26	2	1	0.9454545454545454	0.9629629629629629	0.9285714285714286	oral_6	6.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/6.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_6.txt	0|2|4|1	NA	NA
Species	bracken_airways_7	TRUE	68	94	6	0.576271186440678	0.918918918918919	0.41975308641975306	airways_7	7.0	Airways	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Airways_samples/7_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Species	MetaPhlAn4_gastrointestinal_4	TRUE	37	7	8	0.8314606741573034	0.8222222222222222	0.8409090909090909	gastrointestinal_4	4.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/4.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_4.txt	0|2|4|1	NA	NA
Order	mOTUs3_skin_15	TRUE	10	0	0	1.0	1.0	1.0	skin_15	15.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/15.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_oral_15	FALSE	1	0	0	1.0	1.0	1.0	oral_15	15.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/15.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Order	mOTUs3_gastrointestinal_3	FALSE	11	0	0	1.0	1.0	1.0	gastrointestinal_3	3.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Class	varkit_skin_1	FALSE	10	0	0	1.0	1.0	1.0	skin_1	1.0	Skin	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Skin_samples/1.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	bracken GTDB_oral_13	TRUE	10	0	0	1.0	1.0	1.0	oral_13	13.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/13_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	bracken GTDB_gastrointestinal_9	FALSE	12	1	0	0.96	1.0	0.9230769230769231	gastrointestinal_9	9.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/9_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_9_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Phylum	bracken_gastrointestinal_5	FALSE	4	1	0	0.8888888888888888	1.0	0.8	gastrointestinal_5	5.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/5_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Order	MetaPhlAn3_gastrointestinal_9	FALSE	6	0	1	0.9230769230769231	0.8571428571428571	1.0	gastrointestinal_9	9.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Genus	mOTUs3_gastrointestinal_11	FALSE	22	2	1	0.9361702127659575	0.9565217391304348	0.9166666666666666	gastrointestinal_11	11.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4 GTDB_gastrointestinal_1	TRUE	28	0	0	1.0	1.0	1.0	gastrointestinal_1	1.0	Gastrointestinal	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Gastrointestinal_samples/1.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Family	MetaPhlAn3_urogenital_3	FALSE	14	0	0	1.0	1.0	1.0	urogenital_3	3.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Species	varkit_oral_7	FALSE	59	28	6	0.7763157894736842	0.9076923076923077	0.6781609195402298	oral_7	7.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/7.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_7_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Family	MetaPhlAn3_urogenital_6	TRUE	7	0	0	1.0	1.0	1.0	urogenital_6	6.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/6.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_6.txt	0|2|4|1	NA	NA
Phylum	mOTUs3_gastrointestinal_9	TRUE	4	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Species	varkit_oral_8	FALSE	59	25	4	0.8027210884353742	0.9365079365079365	0.7023809523809523	oral_8	8.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/8.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_8_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Superkingdom	MetaPhlAn3_gastrointestinal_9	FALSE	1	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Genus	bracken GTDB_airways_7	TRUE	30	3	2	0.9230769230769231	0.9375	0.9090909090909091	airways_7	7.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/7_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_7_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
